"Id","SalePrice"
1598,186730.133968535
1599,168018.446928575
1600,173194.450755943
1601,73819.2651825442
1602,111046.942599235
1603,88926.4089343372
1604,275537.503484226
1605,227521.116428722
1606,164709.390457767
1607,158082.934064158
1608,214846.881650116
1609,194713.213700951
1610,169309.525991377
1611,148989.262643507
1612,167841.996470419
1613,163365.026150721
1614,123713.197356391
1615,87722.1155235975
1616,82392.7076956156
1617,87742.5332229904
1618,126992.927579379
1619,131757.393113648
1620,159819.957613025
1621,142875.419112132
1622,144626.877964705
1623,233940.689517817
1624,198472.69719824
1625,125779.928500972
1626,166677.176604269
1627,185989.723206619
1628,259979.153220999
1629,176615.275018357
1630,333219.643920938
1631,215023.491767708
1632,246229.54575983
1633,171749.802141143
1634,183129.047092258
1635,180772.257793793
1636,164953.556558905
1637,182735.521588681
1638,203063.624462256
1639,183167.989518843
1640,236674.568790592
1641,189327.261876497
1642,226973.726375806
1643,224061.431540375
1644,225231.166395029
1645,186692.409619901
1646,157377.385426645
1647,161863.776573915
1648,141315.910519123
1649,137131.928641044
1650,123544.058358447
1651,123102.298770154
1652,94865.902058565
1653,97292.5090562182
1654,152138.724522558
1655,147222.272183304
1656,147038.141376727
1657,151693.618354122
1658,151897.65367709
1659,139782.820625894
1660,145280.448557251
1661,428464.02411352
1662,363416.93422138
1663,362930.037850311
1664,449374.679864954
1665,311964.155369531
1666,324591.951087293
1667,337537.036695091
1668,321126.769710648
1669,293688.174861346
1670,334698.760576277
1671,258529.470386359
1672,461868.172912069
1673,298938.524051039
1674,256415.328578963
1675,193342.176286116
1676,191905.915256712
1677,213050.56592388
1678,436432.438789011
1679,389194.172166584
1680,311728.851829731
1681,244630.39155631
1682,305161.311661929
1683,189449.763305769
1684,174146.796526445
1685,175740.144838126
1686,173305.679102975
1687,169268.955826582
1688,185566.852307155
1689,187899.619331239
1690,184137.371691394
1691,176317.186177596
1692,251517.444481573
1693,172696.895775549
1694,183474.929846012
1695,170478.085133678
1696,253835.31857001
1697,170351.790283038
1698,332356.883488801
1699,315366.782288698
1700,250731.77306846
1701,264344.537375067
1702,246253.191586114
1703,246088.126191377
1704,277767.968826699
1705,226321.303560116
1706,385948.03677009
1707,216060.509570449
1708,212667.893114134
1709,260881.053120449
1710,218446.739644868
1711,264243.527423103
1712,245549.282525847
1713,257575.807949362
1714,217018.53707348
1715,200123.741741328
1716,177286.219359154
1717,161228.94077128
1718,136321.763822648
1719,206647.807997489
1720,238985.975905929
1721,162449.124462746
1722,127764.395725916
1723,155527.252764783
1724,203597.363827016
1725,225573.087922489
1726,190092.661581468
1727,172565.078008576
1728,185023.282845788
1729,166915.550070054
1730,155972.134034927
1731,126037.646274794
1732,130275.787347967
1733,123456.739526537
1734,127801.137180508
1735,132548.96847988
1736,120225.103075797
1737,304099.963026813
1738,218375.673437105
1739,252477.998467056
1740,207677.845753012
1741,185711.283596862
1742,173168.783769306
1743,173304.842188453
1744,276721.841629729
1745,224816.911852887
1746,224146.182532423
1747,213832.160845361
1748,210752.346213858
1749,163433.832368061
1750,151416.146816305
1751,221359.874968024
1752,122672.352418645
1753,143778.382693907
1754,199673.618502062
1755,168650.62938787
1756,125730.467840229
1757,120896.447967197
1758,146830.440129097
1759,160436.254106592
1760,156610.555889263
1761,148941.807813898
1762,170063.651301153
1763,167543.670816078
1764,123342.437975192
1765,161309.064826746
1766,163246.171212466
1767,178004.698818361
1768,139877.09649139
1769,161813.89480566
1770,137578.599922353
1771,137428.238787826
1772,143411.114897055
1773,137773.982392373
1774,135402.805014111
1775,133242.248907883
1776,126931.675973437
1777,115200.739736497
1778,131000.193420713
1779,122178.866901427
1780,167403.664109238
1781,132745.987094252
1782,100417.817572466
1783,129399.23704269
1784,101855.213806968
1785,109717.719162861
1786,141797.000247927
1787,154125.822408864
1788,68173.4276412583
1789,98487.909743091
1790,84703.8303506425
1791,168765.731093969
1792,151560.655562396
1793,140789.354928244
1794,140367.836194884
1795,137371.647584799
1796,131450.074258158
1797,121279.377684613
1798,125763.622594437
1799,116372.756608728
1800,135802.953165726
1801,127560.561580338
1802,138257.542290637
1803,152650.10028282
1804,140712.805363186
1805,134147.912327571
1806,115329.940997475
1807,134821.670825803
1808,120944.993077358
1809,120877.753201967
1810,141980.973769136
1811,112035.608811256
1812,111866.16543581
1813,116889.851533046
1814,95247.5174877289
1815,70044.2332248614
1816,102820.412080176
1817,123686.452474085
1818,136677.497290439
1819,120126.079415823
1820,77327.0345771249
1821,121331.931765742
1822,140840.285772826
1823,64583.4021668147
1824,129044.821391461
1825,138569.844920721
1826,111125.389364241
1827,106906.182646628
1828,139639.621421551
1829,109744.834557511
1830,137340.98388898
1831,151008.953462923
1832,113184.997658153
1833,141938.901190213
1834,130807.744124295
1835,137630.590046384
1836,130687.999495372
1837,97997.7623232131
1838,130290.439993173
1839,101535.647040528
1840,156531.310704592
1841,138556.228751753
1842,94202.2226111429
1843,138897.529514613
1844,140988.591122513
1845,143532.363012201
1846,149893.883359875
1847,170268.393858983
1848,75610.3545609013
1849,119772.717458292
1850,124216.029339009
1851,146569.274558617
1852,124421.404202697
1853,135467.926077549
1854,164093.940669377
1855,158548.660673704
1856,217289.987130562
1857,166109.218876119
1858,143799.007769239
1859,125081.532198994
1860,151663.709445621
1861,124909.077813928
1862,259309.693620652
1863,253658.576359101
1864,254081.001770884
1865,309749.308457567
1866,312220.187036123
1867,233266.955438188
1868,274994.230257904
1869,195453.815872484
1870,229105.950929648
1871,250538.296841502
1872,172476.605908182
1873,221127.237320102
1874,138661.360366577
1875,201869.518429569
1876,197853.009556933
1877,207658.175602384
1878,206204.499164541
1879,133043.532157142
1880,136300.207374299
1881,241162.694900031
1882,248218.791799306
1883,197023.104386206
1884,213270.104119539
1885,239516.545010797
1886,272166.468756528
1887,200420.625572046
1888,263717.639626869
1889,168134.693192689
1890,133373.498011138
1891,142426.518468433
1892,109111.696422422
1893,134163.848851403
1894,126150.327678328
1895,145232.558198076
1896,120723.105007505
1897,121899.653947562
1898,117063.951794479
1899,146335.273839019
1900,148964.188417123
1901,168675.462087022
1902,150138.789312586
1903,213377.667786988
1904,144811.500986271
1905,186763.431964171
1906,160489.217081732
1907,201081.576043572
1908,121530.86300477
1909,134325.635739012
1910,131274.839607774
1911,193626.350285799
1912,273708.852338342
1913,136314.96714471
1914,71390.7590614793
1915,298055.894969425
1916,75607.9111191482
1917,231779.192689659
1918,137771.636881881
1919,157126.045279299
1920,157860.109180061
1921,378540.349480696
1922,314413.545595809
1923,199253.136349132
1924,213117.195464373
1925,222935.796541175
1926,353281.972466572
1927,135498.715967384
1928,154841.412402845
1929,122867.74731964
1930,138278.217883573
1931,140691.298908276
1932,142919.542798999
1933,168237.993981054
1934,180897.031224775
1935,176358.824689103
1936,187327.143892766
1937,180805.064814397
1938,172147.675697614
1939,248752.560394159
1940,191690.850229878
1941,177078.222409947
1942,187111.697757016
1943,195046.280519689
1944,320554.627998919
1945,349234.473156091
1946,167751.683051344
1947,295510.912951283
1948,169792.030908607
1949,228520.67770006
1950,172838.09179444
1951,238001.740918122
1952,215705.931098575
1953,165855.011667197
1954,196684.726766215
1955,148666.661024915
1956,255454.787552333
1957,169441.58514176
1958,279419.317038451
1959,141042.785488171
1960,117323.455851276
1961,124354.107066887
1962,98967.9282922411
1963,99319.6576980154
1964,111108.769191232
1965,148797.842436484
1966,147158.766782431
1967,295609.284288865
1968,392372.957657182
1969,373663.317658769
1970,400859.628216392
1971,404405.124877485
1972,348466.582991599
1973,270546.692525188
1974,318297.552624205
1975,419471.11674557
1976,275691.034963878
1977,349697.901357144
1978,351709.631539932
1979,321103.294329148
1980,197767.702158843
1981,333215.32044466
1982,226334.182414936
1983,217197.647383693
1984,169625.61154597
1985,209425.158005238
1986,209275.148486904
1987,176554.935460709
1988,178827.800839902
1989,190135.097269084
1990,216535.908204123
1991,213545.203622537
1992,210888.261006022
1993,174569.495271002
1994,232198.495559686
1995,183543.629988042
1996,254467.195581008
1997,311167.159255142
1998,340054.83774813
1999,254671.577433034
2000,299086.058773555
2001,277598.003631587
2002,238740.806950812
2003,249634.345226299
2004,256061.353435261
2005,219774.843497622
2006,217803.429522148
2007,242707.593141012
2008,205189.190684967
2009,193621.176705366
2010,191986.767697922
2011,142701.262823265
2012,173688.13551183
2013,181170.84217723
2014,187521.742977819
2015,196618.200823229
2016,191243.485202964
2017,201767.897105339
2018,129060.795850724
2019,130725.073441249
2020,121533.377261408
2021,119242.260234842
2022,178456.724536336
2023,145488.98386298
2024,231428.156981046
2025,331696.528033368
2026,185560.538146548
2027,157659.965376268
2028,158854.969137214
2029,173381.675288102
2030,263002.846370963
2031,218163.67446779
2032,232964.370751282
2033,248301.248016339
2034,166966.283690246
2035,207958.307805881
2036,184142.355327725
2037,186888.626674166
2038,260040.79897726
2039,212391.663576727
2040,318298.316023057
2041,258237.941051455
2042,206564.301971003
2043,170984.717947656
2044,174672.410505337
2045,201981.613208072
2046,145206.043236133
2047,152197.254306347
2048,133849.65187972
2049,134046.591322367
2050,177851.01388629
2051,111937.898619319
2052,134808.164027635
2053,140219.391575664
2054,92003.0187172299
2055,158064.420348446
2056,138568.958203713
2057,128484.879830483
2058,196547.266113669
2059,138316.220256303
2060,156167.102785797
2061,166004.732468703
2062,137560.467780431
2063,118362.241701824
2064,140272.547614329
2065,121215.203975144
2066,164519.764845686
2067,136125.133765134
2068,138154.867880479
2069,90218.0375760371
2070,112950.908219205
2071,92779.7400609542
2072,138154.17808749
2073,138423.942715145
2074,169392.762442255
2075,143403.645922406
2076,122217.623749236
2077,147081.017846726
2078,129980.412789266
2079,134308.891810752
2080,116783.491555479
2081,126496.003301155
2082,129537.956268838
2083,141735.333048003
2084,114234.575451347
2085,131680.88069262
2086,119754.738318252
2087,123147.862987343
2088,109954.841232144
2089,91483.3238993502
2090,130032.583322399
2091,115519.722556266
2092,127726.489741646
2093,131268.33723506
2094,117106.021510649
2095,141283.177106052
2096,91232.674501947
2097,97528.6120133428
2098,142350.781913107
2099,62895.1056775351
2100,112380.354200166
2101,126775.350997876
2102,137882.381564769
2103,106613.245313641
2104,134215.223656273
2105,127481.404352808
2106,81933.4723887262
2107,182938.098833804
2108,117125.901532194
2109,115659.668424104
2110,124484.94282111
2111,147630.032286555
2112,142972.567656177
2113,121479.654686171
2114,114403.903530003
2115,150972.041035827
2116,111351.098553932
2117,145109.711311793
2118,121888.102375211
2119,108434.563430852
2120,115128.110345449
2121,95606.6192369014
2122,105230.940510549
2123,92976.0649939115
2124,161707.269569761
2125,133786.790353729
2126,147878.095166991
2127,147547.334657158
2128,129149.735342725
2129,101370.487131467
2130,139039.820776468
2131,144381.205538216
2132,114761.477558148
2133,112517.743748988
2134,122447.453667633
2135,101874.095908277
2136,88414.7126974509
2137,119043.773358444
2138,137468.971825817
2139,149610.574624713
2140,134921.128657455
2141,141313.226484827
2142,135938.410397138
2143,140903.789357545
2144,124463.4730889
2145,134777.828000814
2146,150467.525674601
2147,174874.372128067
2148,133996.48126206
2149,137852.29909574
2150,218920.414216124
2151,120203.682115809
2152,148095.913280486
2153,150137.428331109
2154,112746.903939074
2155,124998.250593454
2156,227395.249761344
2157,227453.843387928
2158,226070.689955965
2159,204739.316165563
2160,171833.340520667
2161,248418.523432891
2162,340786.071562255
2163,312153.418818846
2164,238913.83375498
2165,189832.275467144
2166,143551.038770902
2167,203682.898657352
2168,208183.054680144
2169,195062.3687545
2170,216753.203989049
2171,148679.762128771
2172,140203.517456814
2173,168565.108312992
2174,230879.901482837
2175,278205.698659398
2176,297596.48629291
2177,241981.564663218
2178,212612.271103605
2179,145470.937517217
2180,201346.263529077
2181,193380.245904627
2182,224516.572743004
2183,193860.178524566
2184,129553.843307433
2185,129060.828674
2186,140477.700176646
2187,145947.175097469
2188,151930.33022119
2189,185983.490121407
2190,86985.6009266563
2191,93564.8548995995
2192,98071.8727791997
2193,94125.3832927524
2194,101560.490395781
2195,111814.625290836
2196,113585.1859244
2197,106364.659554475
2198,146103.83739129
2199,157943.678984667
2200,146996.908524573
2201,145641.842436481
2202,190589.205716138
2203,169506.19907084
2204,178463.115367173
2205,134310.538290083
2206,139778.701777785
2207,210965.575606825
2208,228821.5423035
2209,199847.17662708
2210,125771.836138948
2211,109685.32255343
2212,114367.218954262
2213,104013.030041977
2214,143206.57216961
2215,103238.659765034
2216,147160.091879271
2217,81937.1851387509
2218,88385.7940189745
2219,78890.0297966684
2220,79286.710315601
2221,301689.038588535
2222,249069.545773677
2223,241568.223523542
2224,205677.374895702
2225,137089.536742214
2226,174334.921569204
2227,202100.803331143
2228,275714.743039795
2229,231405.958075517
2230,167206.256321819
2231,213228.463488388
2232,186078.354687161
2233,176263.039718853
2234,230290.895912222
2235,211548.07200268
2236,262973.399309271
2237,326758.813311528
2238,195770.242898596
2239,113006.510213251
2240,159964.220041586
2241,148552.534780799
2242,131678.02137334
2243,127558.201280707
2244,92659.4171060626
2245,94050.2044595878
2246,145886.895726369
2247,97193.3733339803
2248,123912.538640925
2249,125830.055386894
2250,132749.621817524
2251,125016.059201573
2252,167157.565753915
2253,164362.888226946
2254,175628.597420298
2255,190024.819388252
2256,178915.914241003
2257,202660.5019329
2258,172031.858144437
2259,179206.194276424
2260,154531.923891879
2261,192511.470126597
2262,206204.261028068
2263,331148.809197118
2264,410833.407524792
2265,166236.227226188
2266,271128.554211345
2267,349577.317166051
2268,360833.412448254
2269,163652.605842338
2270,177468.605718337
2271,217288.995739826
2272,198410.506413471
2273,167394.366281894
2274,174913.947475848
2275,164660.754636055
2276,169569.690355328
2277,193269.635309843
2278,148850.299647201
2279,125128.046310722
2280,116820.715008826
2281,168787.121210286
2282,174384.065416272
2283,102267.183957535
2284,108891.456603246
2285,144724.898267424
2286,128889.840460407
2287,335909.759364888
2288,270853.562183897
2289,359738.063629217
2290,400111.170678545
2291,316502.193216334
2292,386179.543895372
2293,446518.687383016
2294,372422.871399963
2295,427013.459254924
2296,274714.411413993
2297,310903.334286951
2298,322039.842373587
2299,358245.58598707
2300,313665.224528658
2301,290351.420983425
2302,248228.330811219
2303,248992.534008727
2304,250787.38690671
2305,187793.929415436
2306,188666.209195931
2307,192880.288147984
2308,224169.251299501
2309,275012.56135908
2310,221827.818367066
2311,196650.513410243
2312,174942.921418522
2313,176235.046729786
2314,174941.09564104
2315,172328.037407659
2316,193422.951767403
2317,180046.67594671
2318,173945.557137559
2319,174456.878905571
2320,177827.45995549
2321,236221.685539814
2322,172713.64511479
2323,174758.268590315
2324,169184.19798623
2325,211496.212091046
2326,169127.746757801
2327,211017.974835157
2328,217405.490944621
2329,182945.741190822
2330,176832.724066132
2331,338242.997676173
2332,376842.704842215
2333,302435.092254002
2334,264569.898181141
2335,264828.148888691
2336,317129.377298203
2337,204305.752789706
2338,264205.068152226
2339,231693.765571353
2340,337762.788301678
2341,218127.179400351
2342,236863.211133285
2343,224050.562373417
2344,237640.468819613
2345,237340.540766236
2346,208726.382518908
2347,196262.103993632
2348,228227.966188408
2349,177018.916534833
2350,266666.55421029
2351,259246.005967952
2352,239808.404036743
2353,238151.895417893
2354,127250.421690827
2355,145523.905688759
2356,148693.219841756
2357,198042.523355292
2358,197667.335584079
2359,129224.862722277
2360,124792.853555403
2361,137052.062966614
2362,250394.140350568
2363,139758.090903228
2364,145974.327941961
2365,211277.760405951
2366,188272.306237685
2367,224236.396655148
2368,201455.728618338
2369,221952.961070042
2370,173525.726456116
2371,173074.008063614
2372,184911.836159023
2373,249148.960231823
2374,278188.72524116
2375,241198.498572305
2376,257071.27429167
2377,310384.834099391
2378,151809.710133014
2379,208610.493756286
2380,150774.170838749
2381,161842.279893352
2382,186535.546385021
2383,203306.628982692
2384,228612.590526533
2385,155125.338950769
2386,145209.997285134
2387,137035.547979095
2388,104863.037256032
2389,130963.615626207
2390,145351.624973877
2391,137488.111387925
2392,117695.793757255
2393,159639.733533043
2394,147066.904373801
2395,181710.611079686
2396,147750.828451956
2397,182192.427232826
2398,127472.224807208
2399,71712.4274537193
2400,67575.8787630267
2401,116146.05937995
2402,137502.133712898
2403,136662.129808685
2404,151214.644177053
2405,159433.206633532
2406,136780.15554679
2407,129342.916566006
2408,137244.86881144
2409,134786.105525675
2410,160918.128594626
2411,122455.63068041
2412,149654.477262228
2413,139448.711618968
2414,135924.422862028
2415,134126.983821648
2416,128914.554511115
2417,129954.474115342
2418,126550.795660512
2419,131013.601969651
2420,126655.896835231
2421,149134.126219192
2422,112916.357025493
2423,119932.737421934
2424,146187.452426256
2425,167802.197872137
2426,120759.220225978
2427,130972.098491744
2428,162232.765627969
2429,118317.996970568
2430,129834.039048628
2431,122106.15602188
2432,135260.382206886
2433,143360.767689242
2434,142470.931083782
2435,149683.854980298
2436,111259.990488159
2437,113590.151013096
2438,127111.703292293
2439,110455.568350835
2440,121816.270790881
2441,101177.474667493
2442,103928.010676263
2443,116036.076444545
2444,124706.194962269
2445,97119.7771784613
2446,127680.587152665
2447,170631.193403833
2448,143063.659700718
2449,111817.643020286
2450,139104.390591494
2451,128997.414588627
2452,196921.271054423
2453,99620.8284240537
2454,125888.991638899
2455,109638.866719887
2456,132007.919126273
2457,118931.455895691
2458,117373.257894259
2459,110988.357394993
2460,133918.072408589
2461,119374.53025316
2462,133293.337149068
2463,120314.997670456
2464,147720.004355193
2465,133000.008550548
2466,119995.130795755
2467,137533.808495208
2468,97423.2316128866
2469,95133.2640555929
2470,174269.177428427
2471,167507.752214899
2472,154239.714605734
2473,119946.703701604
2474,103432.447932811
2475,194876.021888915
2476,119881.752153491
2477,130262.317831133
2478,154999.897725496
2479,118835.065716034
2480,139614.666208302
2481,126909.811750929
2482,131993.676973016
2483,117210.401391686
2484,127288.601059876
2485,125496.671695643
2486,149425.254188708
2487,178437.482318288
2488,144220.105589967
2489,147978.263254
2490,148438.992540598
2491,101576.290630301
2492,184634.127609942
2493,139110.105924306
2494,154995.714979542
2495,101489.150048801
2496,214091.75783922
2497,141337.488334198
2498,120592.304906211
2499,93267.8672735532
2500,128613.365497737
2501,131089.10047795
2502,138190.810178352
2503,104094.003068405
2504,173889.088045302
2505,216550.123143653
2506,248517.615786568
2507,273855.483137569
2508,246828.312714714
2509,222430.340270983
2510,224493.673892101
2511,186907.928907642
2512,212026.284060533
2513,214790.541961302
2514,231014.642935171
2515,147545.792707137
2516,169305.038809588
2517,132519.339982064
2518,139555.315673566
2519,221356.686359855
2520,206614.132833679
2521,194849.515344493
2522,217889.296702561
2523,131645.646146375
2524,142118.851111754
2525,145423.62849072
2526,141242.071183045
2527,123147.837178409
2528,129021.83734725
2529,132422.598834374
2530,126118.069887837
2531,239298.778314595
2532,225902.359051625
2533,197135.853869172
2534,230246.437780896
2535,272980.020538183
2536,227134.389060057
2537,210055.118316039
2538,179838.573118034
2539,186592.647230773
2540,178839.373495465
2541,178759.692350598
2542,173081.625382242
2543,125601.438092522
2544,124349.712976104
2545,131391.894813936
2546,141563.304126807
2547,131458.915011562
2548,148902.701301007
2549,156096.771283072
2550,267249.872795491
2551,142481.482937686
2552,118313.935702799
2553,90198.473755739
2554,110572.494290531
2555,108786.243367764
2556,106875.237978534
2557,115352.686901843
2558,152220.617443525
2559,144505.08845256
2560,144213.744463801
2561,146662.574647312
2562,145858.731284593
2563,159408.079277443
2564,178788.803246501
2565,140700.10252011
2566,159757.968661922
2567,142080.41967007
2568,188875.681151419
2569,189671.324253761
2570,124959.358491674
2571,187609.469517912
2572,158505.565999696
2573,214983.701050688
2574,259177.700078699
2575,123701.308383587
2576,125609.939084683
2577,140465.358970686
2578,96928.8326224606
2579,80197.2971871854
2580,124334.464131282
2581,118361.962867797
2582,106144.217524771
2583,274829.73538407
2584,161834.569656557
2585,178339.366264967
2586,196636.807664965
2587,189341.223177552
2588,142840.148240698
2589,145402.859867324
2590,218196.701514256
2591,201293.778250602
2592,220609.059004628
2593,242723.761584311
2594,178585.042909658
2595,201519.992128405
2596,311225.857224057
2597,192873.070483025
2598,261077.283481395
2599,295977.405869345
2600,142140.566438654
2601,138862.857361093
2602,86583.6203977551
2603,91668.175998817
2604,86413.7696997422
2605,85149.5318905612
2606,147386.510690512
2607,170482.843924596
2608,182314.786690954
2609,160017.482020052
2610,115943.471114246
2611,141501.858371647
2612,149352.158896955
2613,128216.587305516
2614,125820.752324161
2615,148818.153558084
2616,136369.665492731
2617,165653.733476115
2618,166301.565514569
2619,191704.688387982
2620,183758.547970487
2621,183313.987313108
2622,188952.881847571
2623,235440.448440174
2624,262832.795233672
2625,292878.688981997
2626,168992.07019084
2627,179121.622822365
2628,399313.834283654
2629,438451.633150077
2630,343932.859815464
2631,438279.730631066
2632,375735.296852921
2633,293936.125030383
2634,365394.542361324
2635,156453.338612835
2636,192236.959613954
2637,169888.111813514
2638,248717.798957261
2639,184917.551618292
2640,155246.924615772
2641,111276.045138662
2642,178893.723079894
2643,103682.169738781
2644,129462.477280276
2645,97831.4467993558
2646,93564.6249190811
2647,100129.064642721
2648,137451.102502568
2649,144140.043540008
2650,142378.192554069
2651,147736.604556034
2652,404874.647047055
2653,261348.460088677
2654,259305.043137261
2655,365239.95510004
2656,314480.841174193
2657,315638.130062763
2658,279512.715869948
2659,300181.208042515
2660,324569.749054313
2661,337639.818169336
2662,346042.07639798
2663,277514.573856745
2664,268098.91642707
2665,315876.436913859
2666,274906.106341232
2667,171854.09748104
2668,177284.696698821
2669,175730.167718183
2670,263168.532583969
2671,179078.891040818
2672,183475.346399106
2673,205295.264362078
2674,202071.101865406
2675,168711.639990815
2676,186415.072698452
2677,199305.478925216
2678,247164.807487376
2679,274449.611041182
2680,279154.847532636
2681,385087.668910346
2682,319818.26418409
2683,459720.946100629
2684,308565.553254347
2685,327179.319116822
2686,254091.93921072
2687,294542.470662701
2688,225161.162061086
2689,202908.530914456
2690,383757.235051223
2691,193304.440032439
2692,132948.968320958
2693,193688.113834306
2694,129383.345181486
2695,192723.658792894
2696,183872.507779948
2697,194184.344187386
2698,194417.606838005
2699,179502.313859488
2700,168222.815216667
2701,164739.590058155
2702,122987.309033159
2703,133000.326503838
2704,138932.839673922
2705,126046.306203495
2706,123240.854659694
2707,129180.124748909
2708,131390.203682193
2709,110627.525722682
2710,127833.87698091
2711,256395.689151015
2712,354184.351366675
2713,173589.543730119
2714,152945.813650007
2715,172805.133885705
2716,160493.080321655
2717,185458.290309836
2718,232561.938607318
2719,162084.714880448
2720,160224.4481023
2721,140546.182034903
2722,162462.448900269
2723,143965.589416077
2724,131312.734931014
2725,135960.342583963
2726,144805.222970603
2727,160562.903571447
2728,162301.358085995
2729,157962.590457975
2730,142190.216485846
2731,119263.34512719
2732,122094.838968227
2733,160114.182220682
2734,148328.513141293
2735,135345.135721225
2736,147626.554551439
2737,123683.788284604
2738,135297.443015673
2739,159364.913224879
2740,133928.690394907
2741,147931.899694967
2742,153980.929316287
2743,150449.00107981
2744,144887.159353831
2745,137178.439724623
2746,133082.442543135
2747,148425.899555353
2748,130871.328672171
2749,129726.818331415
2750,132336.788295491
2751,127679.111525183
2752,196755.457236006
2753,150334.374765167
2754,186057.576136886
2755,126991.905785952
2756,88000.7815570052
2757,87232.0766515735
2758,87883.2139379732
2759,145563.50010864
2760,132320.228073902
2761,145488.429990124
2762,145615.216612534
2763,171026.733194316
2764,157772.613805334
2765,221671.921940741
2766,132087.10441243
2767,92905.8155767929
2768,130121.446406753
2769,133956.10862776
2770,149341.164221726
2771,120333.129210373
2772,119045.635796431
2773,146651.372157184
2774,137387.629190953
2775,126142.255693457
2776,134634.429075671
2777,144188.528339916
2778,110670.568900735
2779,128351.340147184
2780,100346.32592007
2781,101895.290524107
2782,99918.1443587294
2783,105438.087152326
2784,124290.608019884
2785,136017.214205345
2786,74208.4010446543
2787,116837.902273288
2788,85603.959785085
2789,162477.27252605
2790,95566.1601378248
2791,116610.971052288
2792,75898.0737513739
2793,156479.996664644
2794,102208.968475902
2795,120233.047874433
2796,101762.135085366
2797,171908.860562383
2798,112453.02024062
2799,121466.096286355
2800,80261.5265900625
2801,107588.80548304
2802,136704.870047422
2803,147391.845405753
2804,140700.830975841
2805,97715.0117979789
2806,100575.936684416
2807,148428.688628906
2808,145508.796678494
2809,134963.864436544
2810,136481.712084678
2811,155987.639759425
2812,145620.531028574
2813,149953.149634597
2814,155210.854527628
2815,105354.712776028
2816,234968.505373142
2817,147694.643948811
2818,134087.239015253
2819,174516.640805439
2820,138554.094944156
2821,109822.958473695
2822,171446.476683131
2823,210786.116156693
2824,172714.830551002
2825,147864.67804614
2826,125870.882932421
2827,136913.381293568
2828,216658.436061938
2829,179640.573270557
2830,225911.758026389
2831,190704.775536664
2832,226225.649944921
2833,284149.765799328
2834,213669.821502577
2835,219746.949306242
2836,191845.219055331
2837,171823.816309431
2838,143061.132979734
2839,180194.141482857
2840,192477.225022023
2841,202862.697423331
2842,218334.40361758
2843,156835.792658268
2844,158587.729587637
2845,123777.839210317
2846,210814.829627526
2847,200179.682282316
2848,199781.086179078
2849,209533.835122253
2850,267507.023261615
2851,223986.036444739
